Code,Title,Industry,Vertical,Canton,Spin-offs,City,Year,Highlights,Gender CEO,OOB,Funded,Comment
CHE-270.766.798,Hyposcout AG,ICT (fintech),,ZH,,,2016.0,,Male,1.0,1.0,
CHE-381.435.550,3BaysOver,ICT,,VD,,,2014.0,,Male,1.0,1.0,
CHE-112.750.918,Kenzan Studios SA,ICT,,GE,,,2006.0,,Male,1.0,1.0,
CHE-114.106.734,urturn,ICT,,VD,,,2011.0,,Male,1.0,1.0,
CHE-116.371.856,HYT SA,consumer products,,NE,,,2012.0,"Top 100 Swiss Startup Award 2013, Top 100 Swiss Startup Award 2012, Top 100 Swiss Startup Award 2014, Top 100 Swiss Startup Award 2015",Male,1.0,1.0,
CHE-114.864.355,Sandbox AG,ICT,,ZG,,,2009.0,,Male,1.0,1.0,
CHE-241.901.611,Ouay Sàrl,healthcare IT,,Vaud,,,2019.0,,,1.0,0.0,
CHE-112.505.916,JMC Lutherie,consumer products,,VD,,,2005.0,,Female,1.0,1.0,
CHE-112.574.917,Viroblock,biotech,,GE,,,2005.0,,Male,1.0,1.0,
CHE-200.275.822,FLYERBEE AG,ICT,,ZH,,,2016.0,,Male,1.0,1.0,
CHE-223.914.337,DermoSafe SA,medtech,,VD,,,2012.0,,Male,1.0,1.0,
CHE-375.837.130,CashCloud AG,ICT,,BS,,,2011.0,,Male,1.0,1.0,
CHE-456.842.579,WayRay,ICT,,ZH,,,2012.0,,Male,1.0,1.0,
CHE-443.036.296,Boldomatic,ICT,,ZH,,,2012.0,,Male,1.0,1.0,
CHE-114.963.939,Searchbox,ICT,,GE,,,2009.0,,Male,1.0,1.0,
CHE-114.991.048,joiz Deutschland,ICT,,,,,2013.0,,,1.0,0.0,
CHE-314.901.218,Koj AG (Pabio),ICT,,Bern,,Bern,2020.0,,Male,1.0,1.0,
CHE-357.567.398,Cronodeal SA (en liquidation),ICT,,VD,,Geneva,2013.0,,Male,1.0,1.0,en liquidation
CHE-481.216.787,CMarit AG,ICT,,BE,,,2018.0,,,1.0,0.0,
CHE-249.667.933,Traverz AG,ICT,,Zürich,,,2018.0,,Male,1.0,0.0,
CHE-175.895.913,cargonow GmbH,ICT,,Zürich,,,2014.0,,,1.0,0.0,"In Zefix names as ""Profis Lüftungstechnik GmbH"" in Liquidation"
CHE-305.313.086,Five up Community AG,ICT,,Bern,,,2018.0,,,1.0,0.0,In liquidation
CHE-258.411.663,Flares Analytics SA,ICT,,VD,,,2018.0,,,1.0,0.0,
CHE-134.957.965,Habitects AG,ICT,,Zürich,,,2019.0,,,1.0,1.0,
CHE-251.626.694,GeneLook AG,biotech,,Basel-Stadt,,Basel,2018.0,,Male,1.0,0.0,
CHE-137.464.274,Opus Néoi GmbH,medtech,,Zürich,,,2016.0,,,1.0,0.0,
CHE-489.664.184,Covario AG,ICT (fintech),,Zug,,,2019.0,,,1.0,0.0,
CHE-341.346.207,Digital Chameleon GmbH,ICT,,BS,,,2019.0,,Female,1.0,0.0,In Liquidation
CHE-164.168.499,enable.digital AG,ICT,,ZH,,,2017.0,,Male,1.0,1.0,
CHE-101.247.495,Twanda AG,ICT,,ZG,,,2011.0,,,1.0,0.0,
CHE-114.972.387,NeuroPie,,,Zürich,,Glattbrugg,2009.0,,,1.0,0.0,
CHE-370.825.941,RightMesh AG,ICT (fintech),,ZG,,,2018.0,,,1.0,0.0,
CHE-393.803.910,Gaia Membranes,cleantech,,Aargau,,,2019.0,Winner Venture Kick,,1.0,0.0,
CHE-153.979.186,Alibion AG,biotech,,BL,,,2018.0,,,1.0,0.0,
CHE-337.448.425,Picstars AG,ICT,,ZH,,,2014.0,,Male,1.0,1.0,
CHE-355.560.356,actesy AG,ICT,,St. Gallen,,St. Gallen,2017.0,,,1.0,0.0,
CHE-182.951.801,Talent Maps AG (Feeting.app),ICT,,SG,,St. Gallen,2020.0,"Top 100 Swiss Startup Award 2021, Top 100 Swiss Startup Award 2022",Female,1.0,1.0,
CHE-292.448.929,Dealini,ICT,,ZH,,,2011.0,,Male,1.0,1.0,
CHE-414.027.875,Teserakt SA,ICT,,VD,,,2018.0,,,1.0,0.0,
CHE-456.738.485,Globooz AG,,,Zürich,,,2011.0,,,1.0,0.0,
CHE-496.559.380,Luxs Hearing,medtech,,BE,,,2019.0,,Male,1.0,1.0,
CHE-410.670.842,elblox AG,ICT,,SO,,,2018.0,,,1.0,0.0,
CHE-112.948.248,Blogwerk,,,Zürich,,,2006.0,,,1.0,0.0,In Liquidation
CHE-469.554.635,Arbalo AG,ICT,,ZH,,,2019.0,,Male,1.0,1.0,
CHE-284.713.093,Nomoko AG,ICT,,ZH,,,2015.0,"Innosuisse Certificate, Top 100 Swiss Startup Award 2016, Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020",,1.0,0.0,
CHE-432.273.432,Cognipet,ICT,,ZH,,,2018.0,,Male,1.0,1.0,
CHE-131.786.294,Amplo AG,ICT,,Zürich,,Zurich,2020.0,,Male,1.0,1.0,
CHE-174.220.144,SIBEX AG,ICT (fintech),,ZG,,,2019.0,,Male,1.0,1.0,
CHE-321.978.344,NALU,healthcare IT,,Vaud,,,2023.0,,Female,1.0,0.0,
CHE-211.183.532,DOKOKI,healthcare IT,,BE,,,2018.0,,Male,1.0,1.0,
CHE-285.634.013,ViboTec AG,ICT,,Bern,,,2020.0,,Male,1.0,1.0,
CHE-173.989.905,skim.com AG,ICT,,ZH,,,2011.0,,,1.0,1.0,
CHE-109.382.814,Lamina Technologies SA,micro / nano,,VD,,,2001.0,,,1.0,1.0,
CHE-339.382.837,DFK AG (ROWBROW) - in liquidation,consumer products,,Lucerne,,Luzern,2019.0,,,1.0,0.0,in liquidation
CHE-115.119.047,cabtus,,,Zürich,,,2009.0,Innosuisse Certificate,,1.0,0.0,In Liquidation
CHE-445.058.860,BROTSEITEN,ICT,,Luzern,,Luzern,2013.0,,Male,1.0,0.0,In Liquidation
CHE-113.298.890,Kybun,consumer products,,,,,2006.0,,,1.0,0.0,übernommen durch kybun Joya Retail AG
CHE-114.254.493,Lotaris (in liquidation),,,,,,2008.0,"Top 100 Swiss Startup Award 2013, Top 100 Swiss Startup Award 2012, Top 100 Swiss Startup Award 2011",,1.0,0.0,
CHE-114.935.506,Politnetz,ICT,,Bern,,,2009.0,"Top 100 Swiss Startup Award 2013, Top 100 Swiss Startup Award 2012, Top 100 Swiss Startup Award 2011",Male,1.0,0.0,in Liquidation
CHE-101.923.675,lalana AG,consumer products,,Aargau,,Zuchwil,2021.0,,,1.0,0.0,
CHE-463.109.768,Triplequote Sàrl,ICT,,Vaud,,Pully,2016.0,,,1.0,0.0,
CHE-114.796.274,elmove AG,,,Zürich,,,2009.0,,,1.0,0.0,
CHE-412.113.937,RECOMY AG (in liquidation),ICT,,Zug,,Zug,2011.0,,,1.0,0.0,
CHE-114.478.207,Fontself,,,Vaud,,,2008.0,Top 100 Swiss Startup Award 2011,Male,1.0,0.0,
CHE-115.137.708,LNO (Official.fm),,,Genève,,,2009.0,,,1.0,0.0,
CHE-115.750.091,adwebster,ICT,,Schwyz,,Freienbach,2010.0,,,1.0,0.0,In Liquidation
CHE-113.203.168,Rapidshare,ICT,,,,,2006.0,,,1.0,0.0,
CHE-413.864.012,VenturePole AG,ICT (fintech),,Zug,,,2020.0,,,1.0,0.0,
CHE-114.408.738,ILAND Green Technologies,,,,,,2008.0,,,1.0,0.0,
CHE-429.453.324,Hoosh Technology SA,ICT,,Ticino,,,2012.0,,Male,1.0,0.0,In Liquidation
CHE-115.643.265,SwissTV,,,Genève,,,2010.0,,,1.0,0.0,
CHE-496.256.034,Kinarus AG,biotech,,Basel-Landschaft,,,2017.0,,,1.0,0.0,
CHE-190.128.146,Alpride SA,consumer products,,Neuchâtel,,Lignières,2012.0,,Male,1.0,0.0,
CHE-137.419.799,SkyCell AG,micro / nano,,ZG,,Zug,2012.0,,Male,0.0,1.0,
CHE-459.570.058,Circleg AG,medtech,,Zürich,,,2022.0,,Male,0.0,0.0,
CHE-194.490.327,GIST Advisory Switzerland SA,ICT,,Vaud,,Nyon,2013.0,,Male,0.0,0.0,
CHE-268.788.371,Oscillate AG (Optune),ICT,,ZH,,Zürich,2016.0,,Male,0.0,1.0,
CHE-183.216.963,Smat,,,Jura,,,2019.0,,,0.0,0.0,
(not in zefix yet),Calico Biosystems,biotech,,VD,,Lausanne,,Winner Venture Kick,Female,0.0,1.0,
CHE-113.737.665,Easydivorce.ch Sàrl,ICT,,Vaud,,,2007.0,,Female,0.0,0.0,
CHE-494.509.135,utxo AG,ICT (fintech),,AG,,,2022.0,,Male,0.0,0.0,
CHE-105.205.219,icotec,medtech,,SG,,Altstätten,2000.0,,Male,0.0,0.0,
CHE-410.125.970,Backed Finance AG,ICT (fintech),,ZG,,,2021.0,,Male,0.0,0.0,
CHE-268.538.006,LINIA GmbH,ICT,,ZH,,Zürich,2018.0,,Male,0.0,0.0,
CHE-478.529.524,Travizory Border Security SA,ICT,,NE,,,2019.0,,Male,0.0,1.0,
CHE-289.979.451,Scrypt Digital Trading AG,ICT (fintech),,Zug,,Zug,2018.0,,Male,0.0,1.0,
CHE-246.833.046,Matchspace AG,ICT,,ZH,,Herrliberg,2019.0,,Male,0.0,1.0,
CHE-279.044.406,bakerybakery AG,consumer products,,Bern,,Bern,2020.0,,Male,0.0,0.0,
CHE-114.900.241,Securecell AG,,,Zürich,,,2009.0,,,0.0,0.0,
CHE-494.351.762,Twiliner AG,consumer products,,ZH,,Zürich,2021.0,,Male,0.0,0.0,
CHE-416.786.673,Treecer GmbH,,,Zug,,,2018.0,,,0.0,0.0,
CHE-177.500.574,Eventboost SA,ICT,,TI,,,2014.0,,Male,0.0,0.0,
CHE-469.682.799,Teleport Global,ICT,,ZG,,,2018.0,,Male,0.0,1.0,
CHE-105.651.292,Echovox SA,ICT,,GE,,,2000.0,,,0.0,0.0,
CHE-471.677.537,AlpsenTek GmbH,ICT,,ZH,,Zürich,2019.0,,Male,0.0,0.0,
CHE-158.404.639,110 Industries SA,ICT,,VD,,,2021.0,,Male,0.0,0.0,
CHE-291.586.871,Datum Network GmbH,ICT (fintech),,ZG,,Zug,2017.0,,Male,0.0,0.0,
CHE-416.252.644,THORWallet (DeFi Suisse AG),ICT (fintech),,Schwyz,,Freienbach,2021.0,,Male,0.0,0.0,
CHE-410.386.200,LAGRAND GmbH,ICT (fintech),,Thurgau,,Bischofszell,2023.0,,Male,0.0,0.0,
CHE-155.452.406,EMATronics GmbH,micro / nano,,St. Gallen,,Wil,2023.0,,Male,0.0,0.0,
CHE-255.234.117,MindMode GmbH (Gaudío),ICT,,Schwyz,,Brunnen,2023.0,,,0.0,0.0,
CHE-475.561.750,Melodia Therapeutics,biotech,,BS,,Basel,,,Male,0.0,0.0,
CHE-356.811.383,ASMALLWORLD AG,ICT,,ZH,,,2012.0,,Male,0.0,1.0,
CHE-304.806.452,Moonwork SA,ICT,,Genève,,Genève,2023.0,,,0.0,0.0,
CHE-327.566.460,Digisky Sàrl,ICT,,Vaud,,Payerne,2023.0,,,0.0,0.0,
CHE-182.539.990,MyOldtimer GmbH,,,Aargau,,,2020.0,,,0.0,0.0,
CHE-368.818.328,Digital Advisory AG (eduwo),ICT,,Zürich,,,2016.0,,Male,0.0,1.0,
CHE-147.013.022,INARCO-Chemie AG,biotech,,AG,,,2014.0,,Male,0.0,1.0,
CHE-308.576.357,IMAI MedTech GmbH,medtech,,Zürich,ETH,Schlieren,2024.0,Winner Venture Kick,Female,0.0,0.0,
CHE-221.192.515,FOUND,ICT,,Zürich,,Zollikon,2022.0,,Male,0.0,1.0,
CHE-189.773.676,New Generation Tanks SA,,,Vaud,,,2018.0,,,0.0,0.0,
CHE-289.125.153,Medisanté,,,LU,,Lucerne,2019.0,,,0.0,0.0,
CHE-283.212.196,GreenState AG,micro / nano,,,,Winterthur,2021.0,,Male,0.0,0.0,
CHE-154.413.289,thego.care sàrl,medtech,,Vaud,,Lausanne,2023.0,,Male,0.0,0.0,
CHE-329.579.338,BrickMark Group AG,ICT (fintech),,Zug,,Baar,2018.0,,Male,0.0,0.0,
CHE-496.877.644,SwissDTx GmbH,healthcare IT,,Fribourg / Freiburg,,Meyriez,,,Male,0.0,0.0,
CHE-424.653.525,Adamcares AG,,,Zürich,,Bülach,2022.0,,Male,0.0,0.0,
CHE-452.392.063,vidby AG,ICT,,Zug,,Risch,2023.0,,Male,0.0,0.0,
CHE-284.454.425,Meeting Minutes AG,ICT,,Zürich,,Uster,2023.0,,Male,0.0,0.0,
CHE-327.241.667,REALVIEW AG,ICT,,ZH,,Zurich,2013.0,,Male,0.0,1.0,
CHE-238.395.624,Mybikeplan AG,consumer products,,Zürich,,Zürich,2017.0,,Male,0.0,0.0,
CHE-177.290.572,narrowin GmbH,ICT,,Basel-Landschaft,Universität Basel,Liestal,2020.0,,Male,0.0,0.0,
CHE-112.355.249,SpineArt SA,medtech,,GE,,,2005.0,,Male,0.0,0.0,
CHE-142.572.739,premium swiss chocolate GmbH,consumer products,,ZH,,,2015.0,,Male,0.0,0.0,
CHE-231.706.060,Datacie SA,,,VD,,Penthalaz,2020.0,,,0.0,0.0,
CHE-160.654.594- Öffnet in einem neuen Tab.,no normal GmbH,consumer products,,Zürich,,Zürich,2024.0,,Male,0.0,0.0,
CHE-364.768.022,HILLBOT GmbH,Interdisciplinary,,Zug,,Rotkreuz,2022.0,,Male,0.0,0.0,
CHE-430.441.925,Innoptim SA (R3STO),ICT,,VD,,,2021.0,,,0.0,0.0,
CHE-116.042.051,Tomplay,ICT,,Vaud,,Pully,2010.0,,Male,0.0,0.0,
CHE-309.222.330,Wolfpak GmbH,ICT,,Zürich,,Zurich,2023.0,,Female,0.0,0.0,
CHE-224.829.214,Rheiazymes,biotech,,Zürich,,,2022.0,,Male,1.0,0.0,
CHE-153.932.552,AkroSports,,,Zürich,,,2021.0,,,0.0,0.0,
CHE-412.453.385,b-rayZ AG,medtech,,Zürich,,Schlieren,2019.0,"Winner Venture Kick, Innosuisse Certificate",Female,0.0,1.0,
CHE-300.309.976,SOLARSPLIT SA,cleantech,,Neuchâtel,,Neuchâtel,2023.0,,Male,0.0,0.0,CEO Wilfried Josset (2023)
CHE-245.143.200,LEDSafari SA,,,Vaud,,,2016.0,,,0.0,0.0,
CHE-328.560.112,Bloomstar,ICT,,ZH,,,2014.0,,Male,0.0,1.0,deleted from zefix in 2020
CHE-356.843.236,SpiTrex Orthopedics (Medliant SA),medtech,,Neuchâtel,,Le Locle,2014.0,,Male,0.0,0.0,
CHE-412.998.242,Inthera Bioscience AG,biotech,,ZH,,,2013.0,,Male,0.0,1.0,
CHE-423.617.320,C2SEC,ICT,,Genève,,Genève,2022.0,,Male,0.0,0.0,
CHE-183.054.672,VRC. Virtual Reality Concept Sàrl,,,Vaud,,,2022.0,,,0.0,0.0,
CHE-199.940.734,convoltas AG,cleantech,,Schwyz,,Küssnacht,2019.0,,Male,0.0,0.0,
CHE-256.014.995,SR Saphirstein AG (Fiat24),ICT (fintech),,Zürich,,,2019.0,,Male,0.0,0.0,
CHE-297.002.073,aumico AG,ICT (fintech),,Zürich,,Zürich,2019.0,,Male,0.0,1.0,
CHE-291.593.954,Aikemy AG,medtech,,Zürich,,Zurich,2020.0,,Female,0.0,0.0,"Agata Sroka, CEO and Founder"
CHE-208.723.942,Hospital at Home AG,healthcare IT,,Zürich,,Zollikon,2022.0,,Female,0.0,0.0,
CHE-389.509.695,Expeerly AG,consumer products,,Zürich,,Zürich,2024.0,,Female,0.0,0.0,
,Aquarius Water Holding - in Liquidation,cleantech,,ZG,,,2011.0,,Male,0.0,1.0,in Liquidation
CHE-407.422.338,Almighty Tree,Impact,,Fribourg / Freiburg,,Marly,2021.0,,Male,0.0,0.0,
CHE-229.827.671,Meaty SA,consumer products,,Genève,,Genève,2021.0,,Male,0.0,0.0,
CHE-441.289.001,Final Studio GmbH (finally.),consumer products,,Zürich,,Zürich,2021.0,,Female,0.0,0.0,
CHE-113.333.150,Exsila,ICT,,Zug,,Baar,,,Male,0.0,0.0,
CHE-297.975.188,Livesystems dooh AG (passengertv ),,,Bern,,,2016.0,,Male,0.0,0.0,Acquired by Post
CHE-356.272.463,IvoryCode,ICT,,Bern,,,2012.0,,Male,0.0,0.0,
CHE-335.593.915,Blackphone,,,Genève,,,2014.0,,,0.0,0.0,in Liquidation
CHE-171.175.760,SpeicherBox.ch GmbH,ICT,,Aargau,,Zofingen,2013.0,,Male,0.0,0.0,
CHE-421.532.279,uniboard.ch,ICT,,Zürich,,,2014.0,,Male,0.0,0.0,
CHE-302.176.812,dodiz.com,,,Zürich,,,2013.0,,,0.0,0.0,
CHE-200.479.750,Colygon,ICT,,Basel-Stadt,,,2011.0,,Male,0.0,0.0,gelöscht im Zefix
CHE-499.802.683,digitec AG,ICT,,Zürich,,Zurich,2014.0,,Male,0.0,0.0,
CHE-227.359.067,Horyou,ICT,,Genève,,,2012.0,,Male,0.0,0.0,
CHE-143.137.300,Orphis AG,ICT,,St. Gallen,,,2013.0,,Male,0.0,0.0,
CHE-210.099.024,IS Save Energy AG,cleantech,,Thurgau,,Eschlikon,2017.0,,Male,0.0,0.0,
CHE-153.335.480,sun2wheel AG,cleantech,,Luzern,,Luzern,2020.0,,Male,0.0,0.0,
CHE-132.014.828,INVENesis,biotech,,Neuchâtel,,Saint-Blaise,2017.0,,Male,0.0,0.0,
CHE-175.457.163,Silent Circle,,,Genève,,,2015.0,,Male,1.0,0.0,In Liquidation
CHE-430.484.567,Deon Digital AG,ICT,,Zürich,,Zurich,2017.0,,Male,0.0,0.0,
CHE-259.200.778,Foryoufirst,consumer products,,Bern,,,2017.0,,Male,0.0,0.0,
CHE-497.399.044,umana e-health,healthcare IT,,Bern,,Huttwil,2019.0,,Male,1.0,0.0,
CHE-276.202.867,Topaz Digital AG,ICT (fintech),,Zug,,Baar,2020.0,,Male,0.0,0.0,
CHE-259.171.415,Athebio,biotech,,Zürich,,Schlieren,2019.0,,Male,0.0,0.0,
CHE-322.133.958,aixigo (Schweiz) AG,ICT,,Zürich,,Zurich,2019.0,,Male,0.0,0.0,
CHE-112.760.934,Kenta Biotech,biotech,,Zug,,,2006.0,,Male,0.0,0.0,
CHE-313.450.443,Brightside Technologies SA,ICT,,Vaud,,Lausanne,2023.0,,Male,0.0,1.0,
CHE-311.131.116,Integritee AG,ICT,,ZG,,,2021.0,,Male,0.0,1.0,
CHE-288.455.300,Qari Sàrl (Lemmon),ICT,,Vaud,,Lausanne,2022.0,,Female,0.0,0.0,
CHE-147.465.430,Swixx Biopharma AG,biotech,,ZG,,Baar,2013.0,,Male,0.0,1.0,
CHE-249.542.183,Zario AG,healthcare IT,,Ticino,,Manno,2023.0,,Male,0.0,1.0,
CHE-227.313.467,Digital Assets Technologies AG,ICT (fintech),,Zürich,,Zürich,2021.0,,,0.0,0.0,
CHE-472.188.442,UpCircle Technology AG,cleantech,,Zürich,,Zürich,2024.0,,Male,0.0,0.0,
CHE-165.603.061,Impact Acoustic AG,ICT,,Luzern,,Luzern,2019.0,,Male,0.0,0.0,
CHE-306.365.387,logol,,,Zug,,Zug,2017.0,,,0.0,0.0,
CHE-211.894.969,Horseplanet (HorseDeal24),,,Zug,,Hünenberg,2018.0,,,0.0,0.0,
CHE-303.938.039,ad io AG (Jobeagle),,,Luzern,,Horw,2022.0,,,0.0,0.0,
CHE-352.810.255,Parametric GmbH (Parametric Analytics),,,Bern,,Wilderswil,2017.0,,,0.0,0.0,
CHE-361.684.937,TEIL.style GmbH,,,Bern,,Bern,2020.0,,,0.0,0.0,
CHE-442.628.525,Flesk AG,,,Zürich,,Zürich,2022.0,,,0.0,0.0,
CHE-462.309.537,Stay wild GmbH (Swiss Wood Maps),,,Bern,,Bern,2020.0,,,0.0,0.0,
CHE-238.984.134,UpBoards GmbH,,,Solothurn,,Gretzenbach,2018.0,,,0.0,0.0,
CHE-181.361.117,homedeal24 AG,,,St. Gallen,,Rapperswil-Jona,2019.0,,,0.0,0.0,
CHE-242.957.525,ARTROX AG,,,Nidwalden,,Stans,2021.0,,,0.0,0.0,
CHE-171.072.278,Hirncoach AG,,,Bern,,Bern,2022.0,,,0.0,0.0,
CHE-385.953.625,Possenia SA,,,Genève,,Grand Saconnex,2020.0,,,0.0,0.0,
CHE-336.381.327,ION Tech AG (beWell.help),,,Zürich,,Zürich,2018.0,,,0.0,0.0,
CHE-272.045.422,Siresca AG,,,Zürich,,Schlieren,2021.0,,Male,0.0,0.0,
CHE-464.578.479,Studio Malbec Gmbh (winemap.ch),,,Luzern,,Emmen,2020.0,,,0.0,0.0,
CHE-338.450.672,SwissExtract,,,Lucerne,,Baar,2017.0,,,0.0,0.0,
CHE-333.026.628,ECCUS SA,,,Vaud,,Jongny,2020.0,,,0.0,0.0,
CHE-425.800.556,Lightswing Solar Sàrl,,,Genève,,Genf,2021.0,,,0.0,0.0,
CHE-145.057.391,BRU AG,,,Zürich,,Zürich,2020.0,,,0.0,0.0,
CHE-327.313.901,ImmoTrack AG,,,Zug,,Baar,2019.0,,,0.0,0.0,
CHE-342.587.239,Customer Metrics AG,,,Lucerne,,Luzern,2021.0,,Male,0.0,0.0,
CHE-339.477.923,LARIX ventures Sagl (LarixFood),ICT,,Ticino,,Lugano,2020.0,,,0.0,0.0,
CHE-362.911.768,OOMNIUM AG,ICT (fintech),,Zürich,,Zürich,2019.0,,Male,0.0,0.0,
CHE-113.312.484,Dybly AG,,,Basel-Stadt,,,2006.0,,,0.0,0.0,
CHE-260.111.420,MachIQ Software Services SA,,,Basel-Stadt,,,2017.0,,,0.0,0.0,
CHE-113.435.477,Navus Consulting GmbH,ICT,,Basel-Stadt,,,2007.0,,Male,0.0,1.0,
CHE-378.202.229,Pyronet GmbH,,,Basel-Stadt,,,2021.0,,,0.0,0.0,
CHE-498.748.420,Pronoó AG,,,Fribourg / Freiburg,,,2013.0,,,0.0,0.0,
CHE-156.178.337,cartinx GmbH,ICT,,Bern,,,2023.0,,Male,0.0,0.0,
CHE-416.279.146,Ecoo AG,ICT,,ZG,,Zug,2021.0,,Male,0.0,1.0,
CHE-355.060.421,Positive Impactz (Reloadz) AG,consumer products,,Zug,,Zug,2023.0,,Female,0.0,0.0,
CHE-146.086.805,Snapjobs AG (Jobshot),ICT,,Zürich,,Mönchaltorf,2023.0,,Male,0.0,0.0,
CHE-377.657.774,drivemycar AG,Interdisciplinary,,Zürich,,Zürich,2020.0,,Male,0.0,0.0,
CHE-382.969.506,Gratiswasser ARB AG,consumer products,,Zürich,,Zürich,2023.0,,Male,0.0,0.0,
CHE-261.963.070,DGTAL AG,ICT (fintech),,Zürich,,Zürich,2022.0,,Male,0.0,0.0,
CHE-207.057.226,Labwear Ventures GmbH,consumer products,,St. Gallen,,Bad Ragaz,2021.0,,Male,0.0,0.0,
CHE-218.267.124,Clanq AG,ICT (fintech),,Zürich,,Zürich,2021.0,,Male,0.0,0.0,
CHE-334.860.841,Acurast Association,ICT,,Zug,,Zug,2022.0,,Male,0.0,0.0,
CHE-141.948.026,alletta sales platform ag (alletta),ICT (fintech),,Aargau,,Rothrist,2023.0,,Male,0.0,0.0,
CHE-444.800.628,Marry Jane AG,consumer products,,Solothurn,,Breitenbach,2017.0,,Male,0.0,0.0,
CHE-432.940.292,Swiss Blue Salmon AG,Interdisciplinary,,Glarus,,,2020.0,,Male,0.0,0.0,
CHE-352.316.469,Moneycab,,,Graubünden,,,,,,0.0,0.0,
CHE-492.158.131,SwissWinds Holding SA,cleantech,,Valais / Wallis,,Grimisuat,2023.0,,Male,0.0,0.0,
CHE-420.009.561,pasiondo AG,consumer products,,Basel-Stadt,,Basel,2022.0,,Male,0.0,0.0,
CHE-457.840.896,Plastic-free living GmbH (Togeco),cleantech,,Bern,,Kräiligen,2022.0,,Male,0.0,0.0,
CHE-328.713.249,Nuuro AG,ICT,,Zürich,,,2023.0,,Female,0.0,0.0,
CHE-258.867.709,BTB Tec AG (ineexa),ICT,,Zürich,,Zürich,2021.0,,Male,0.0,0.0,
CHE-247.951.062,Tayo SA,ICT,,Vaud,,Ecublens (VD),2017.0,,Male,0.0,1.0,
CHE-185.108.540,gapfruit AG,ICT,,ZG,,Zug,2018.0,,Male,0.0,1.0,
CHE-357.001.553,Upcycled & fermented cosmetics ingredients - Nectariss Sàrl,,,Vaud,,,2017.0,Innosuisse Certificate,,0.0,0.0,
CHE-463.259.014,Leg&airy AG,,,Zug,,Baar,2020.0,,Male,0.0,0.0,
CHE-190.536.485,Audiobreeze AG,ICT,,Basel-Stadt,,Basel,2023.0,,Male,0.0,0.0,
CHE-175.842.213,truvami GmbH,,,Zürich,,Zürich,2024.0,,Female,0.0,0.0,
CHE-107.677.960,WattWorld,consumer products,,,,Aïre,2004.0,,Male,0.0,0.0,
CHE-103.811.946,Y-PARC Swiss Technopole SA,,,,,,,,,0.0,0.0,
CHE-112.981.027,Devirex AG (Cremolan Lipivir),medtech,,Zug,,Hünenberg,2006.0,,Male,0.0,0.0,
CHE-114.040.242,THE ROKKER COMPANY AG,,,St. Gallen,,,2008.0,,,0.0,0.0,
CHE-114.443.568,Vanija,,,Zürich,,Zürich,2008.0,,Male,0.0,0.0,
CHE-151.440.143,Arboloom Cup AG,cleantech,,Bern,,Brügg,2021.0,,Female,0.0,0.0,
CHE-323.199.799,Newbridge,ICT (fintech),,Zug,,Baar,2022.0,,Male,0.0,0.0,
CHE-262.252.215,Oniva AG,ICT,,Zürich,,Zürich,2024.0,,Male,0.0,0.0,
CHE-175.995.762,Novatix Sàrl,,,Vaud,,Lausanne,2023.0,,Male,0.0,0.0,
CHE-156.635.286,SUSTAINOTRIP GmbH,,,Zug,,,2020.0,,,0.0,0.0,
CHE-440.654.730,Artificialy SA,,,Ticino,,,2020.0,,,0.0,0.0,
CHE-458.871.391,Dualoo AG | E-Recruiting für KMUs,,,St. Gallen,,,2015.0,,,0.0,0.0,
CHE-292.149.349,Vivior AG,medtech,,Zürich,,,2017.0,,Male,0.0,1.0,
CHE-114.036.890,Cequr SA,medtech,,LU,,,2008.0,,Male,0.0,1.0,
CHE-332.457.351,PastaHR,ICT,,Zürich,,,2022.0,Top 100 Swiss Startup Award 2023,Male,0.0,0.0,
CHE-412.065.020,Silverbush AG (Appreci8),,,Zürich,,,2021.0,,,0.0,0.0,
CHE-294.646.044,ROSE Technologies AG,cleantech,,Zürich,,Zürich,2022.0,,Female,0.0,1.0,
CHE-473.919.556,SpacePNT SA,micro / nano,,Neuchâtel,,Neuchâtel,2020.0,,Male,0.0,1.0,
CHE-349.426.732,Vertt AG,ICT,,Zürich,,,2017.0,,Male,0.0,1.0,
CHE-199.739.907,ProSeed Ingredients SA,cleantech,,Valais / Wallis,,Sion,2022.0,,Male,0.0,0.0,
CHE-311.025.649,FreezyBoy AG,cleantech,,Zug,,Zug,2024.0,,Male,0.0,0.0,
CHE-360.994.571,Rhovica Neuroimaging AG,,,Bern,,,2023.0,,,0.0,0.0,
CHE-496.858.888,Properti,ICT,,ZH,,Horgen,2019.0,Top 100 Swiss Startup Award 2023,Male,0.0,1.0,
CHE-335.323.244,FiberLab,,,Vaud,,,2016.0,,,0.0,0.0,
CHE-100.955.425,namuk GmbH,consumer products,,ZH,,Wetzikon,2000.0,,Male,0.0,0.0,
CHE-304.938.734,Swiss4.0 SA,ICT (fintech),,GE,,Genève,2020.0,,Female,0.0,0.0,
CHE-189.467.475,abstract ag,,,Basel-Stadt,,,2020.0,,,0.0,0.0,
CHE-200.583.844,Braincredible SA,,,Valais / Wallis,,,2021.0,,,0.0,0.0,
CHE-468.001.517,By Maria GmbH,,,Zug,,,2019.0,,,0.0,0.0,
